fElY	0.00278455670318726
tfElC	0.000281074428474978
fElC	0.00608006596239194
>fEl	0.0244197935003938
nfAEl	0.00130609510487579
mfElE	8.4204442323241e-08
>stfEl	0.000149883907335369
Y	0.256388212119074
ntfEl	0.00058067383426107
mfElp	0.0115982356811609
AftEl	0.00327732109966286
>ftEl	8.4204442323241e-08
>fElp	0.00381269294395403
fEAlp	0.0110391181841346
fEyEl	8.4204442323241e-08
AfEnll	8.4204442323241e-08
fEll	8.4204442323241e-08
tnfEl	8.4204442323241e-08
ynfEl	8.4204442323241e-08
>nfEl	8.4204442323241e-08
yftEl	8.4204442323241e-08
nftEl	8.4204442323241e-08
>ftEl	8.4204442323241e-08
mnfEl	8.4204442323241e-08
mfElAn	8.4204442323241e-09
fwAEyl	8.4204442323241e-09
fwEl	8.4204442323241e-09
yfEl	0.0166013268262386
ystfEl	0.000471629081452473
ytfEl	0.00180980607885342
fAElp	0.0103105813491539
fE	0.0708816996633001
AftEAl	0.0139360878178234
AnfEAl	0.00265976571966421
ntfAEl	3.94076790072768e-05
tfElp	0.00142987563509096
fEyl	0.0336281386995365
fEl	0.164368250277159
fElAnp	2.74506481973766e-05
tfAEl	0.0117859273830994
mfEyl	0.000403676096497617
>fAEl	0.00210780560023537
AfEwEl	8.4204442323241e-08
tstfEl	0.000454030353006915
ytfAEl	0.000394413607842061
fElAn	0.00764559495406564
AfEAl	0.00121709100934013
fElAC	8.4204442323241e-08
fElAl	8.4204442323241e-08
fAEyl	8.4204442323241e-09
tfAEyl	8.4204442323241e-08
>fAEyl	8.4204442323241e-08
>fEwl	8.4204442323241e-08
fEAlC	8.4204442323241e-08
fEAyl	8.4204442323241e-08
fEA'l	8.4204442323241e-08
ttmfEl	8.4204442323241e-08
ytmfEl	8.4204442323241e-08
>tmfEl	8.4204442323241e-08
nstfEl	6.93844604743506e-05
>tfEl	0.00012756973011971
mstfEl	0.00146936751854056
>fEAl	0.00956848759895917
fEAly	0.0120863688333087
fAEwl	0.00201206514931384
mfAEyl	0.000594988589456021
fEAll	8.4204442323241e-08
fEAlyC	8.4204442323241e-08
tfEl	0.0198374719536054
AstfEAl	0.00363872656611421
mfEl	0.0275044548360211
fEA}l	0.00469279777511654
AstfEl	0.0018535923888615
>tfAEl	8.16783090535437e-06
AfEwl	3.62921146413169e-05
<fEAl	0.0136993049260104
AfEl	0.005006038300559
ttfEl	0.00114534882448072
yfElC	0.000168829906858098
yfEll	8.4204442323241e-08
fEyEyl	8.4204442323241e-08
mfAElp	0.00840545584159056
AfEnlAl	8.4204442323241e-08
fEwlp	0.00479603242140484
tfEyl	0.0161603481617918
<fElp	0.00324498659381074
mfAEl	0.0133067438158994
>fElC	5.52381141640461e-05
fEAl	0.0404631816917986
fElp	0.026525999216225
mfEAl	0.000854927702907866
ttfAEl	0.000377067492723473
fwAEl	0.00296500682308596
AfEyEAl	8.4204442323241e-08
mfEwl	0.0104437085724669
AfEylAl	8.4204442323241e-08
yfAEl	0.00159727406642956
tfEll	8.4204442323241e-08
fEly	0.0365650212388865
mfElC	0.000721042639613912
fEAlA	0.00117305208600507
mftEl	0.00597632608944971
AnfEl	0.000669509520912089
fElCC	3.44396169102056e-05
fAEl	0.0301464534183551
>fElA'	0.000367047164087007
fElA'	0.00329618289474327
AfElAl	8.4204442323241e-08
fEllp	8.4204442323241e-08
nfElC	0.000126054050157892
fEwl	0.0194745508071922
AfEwAl	4.9259598759096e-05
AfEll	8.4204442323241e-08
fElwC	8.4204442323241e-08
tftEl	8.4204442323241e-08
tfEAl	8.4204442323241e-08
mtfEl	8.4204442323241e-08
mtfAEl	8.4204442323241e-08
mtfElC	8.4204442323241e-08
ytfElC	8.4204442323241e-08
>tfElC	8.4204442323241e-08
ttfElC	8.4204442323241e-08
tmfEl	8.4204442323241e-09
mmfEl	8.4204442323241e-09
nfEl	0.00679420383773535
